year_BP,enso_pca
9793,-1.248806
9795,-0.874628
9796.5,-1.093042
9798.5,-1.086197
9800,-1.557425
9802,-1.696488
9804,-1.865722
9806,-1.815429
9808,-1.853772
9809,-1.798061
9811,-1.596338
9813,-1.699258
9815.5,-1.80931
9817,-1.95028
9819,-1.81615
9820.5,-1.789916
9823,-2.059807
9825,-1.981157
9827,-1.956645
9829.5,-1.976589
9831.5,-2.25003
9834,-2.180423
9835,-2.288122
9836.5,-2.150436
9838.5,-2.177427
9840.5,-2.177832
9843,-2.19826
9846,-2.373546
9847,-2.059633
9848.5,-1.788387
9851,-1.8663
9852,-1.857725
9854,-1.864566
9856.5,-1.896761
9859,-2.036493
9860,-2.251192
9864,-1.917115
9866,-1.553699
9869,-1.787111
9871.5,-1.792985
9875,-2.085646
9878,-1.942633
9880.5,-1.813209
9883,-1.672831
9886,-1.687256
9888.5,-2.440179
9892,-2.401551
9897,-1.402091
9900,-0.596593
9903,-0.874956
9907,-1.071891
9910,-1.264169
9912,-1.404632
9914.5,-1.027466
9917,-0.687137
9920,-0.434322
9923,-0.30841
9925,-0.811403
9928,-0.460057
9931,-0.97005
9932,-0.600591
9936,-1.89773
9937.5,-1.853321
9940,-1.191815
9944,-1.242995
9946,-0.597634
9949,0.234125
9951,0.026011
9953,-1.76288
9956,-1.937531
9958,-1.949561
9961,-2.472941
9964,-2.98738
9967,-3.524182
9968,-2.797623
9970,-2.971888
9972,-3.392517
9975,-3.694378
9978,-4.192388
9979.5,-4.101899
9982,-4.187823
9983.5,-3.896461
9985,-1.653852
9988,-0.921034
9990,-0.70748
9993,-0.725478
9996,-0.183191
9999,-0.196096
10003,-1.614948
10006,-1.523634
10009,2.920623
10012,3.774764
10015.5,1.501307
10017.5,-2.361044
10019,-4.150863
10022.5,-2.893654
10025,-1.563655
10027.5,-1.839865
10029,-2.310129
10031,-2.913227
10032,-3.379341
10036,-2.778865
10038.5,-1.929682
10041.5,-2.051981
10044,-3.478826
10046,-2.501532
10049,-2.135196
10051,-2.939965
10053,-3.603398
10055,-2.984962
10059,-2.751041
10061,-1.513497
10063,-2.205109
10065,-1.87035
10067.5,-1.511543
10070,-0.547351
10073,0.252463
10075,0.109668
10079,0.951993
10081.5,1.625227
10084,1.655085
10085.5,1.1695
10088,1.15129
10091,1.370639
10094,1.365018
10097.5,1.377926
10098.5,2.604521
10102,3.968512
10104,3.295692
10107,2.402279
10109.5,2.745152
10113,2.500848
10115,1.944297
10117.5,0.999361
10120,0.87087
10122,0.953681
10123.5,0.548235
10125,0.02677
10128,-1.04037
10131,-1.14163
10133,-1.053421
10136,-0.901921
10138,-1.083619
10140,-1.109633
10142,-1.310467
10144,-1.649854
10146,-1.623295
10148,-2.111086
10150.5,-2.185554
10152.5,-2.148962
10155,-1.906701
10158,-1.897339
10160.5,-2.57872
10162,-1.839765
10163,-1.718906
10166,-2.316979
10169,-2.29923
10171,-1.949082
10173,-2.214508
10177,-2.127615
10179,-1.319265
10182,-1.932951
10185,-1.985825
10187,-0.693745
10189,0.454584
10192,1.305867
10194,0.728576
10196,-0.827569
10199,-2.092905
10202.5,-1.636977
10205.5,-1.258211
10207.5,-1.581819
10210,-0.524557
10212.5,0.289835
10215.5,0.391721
10219,0.164542
10221,-1.507389
10224.5,-1.067773
10226,-0.915807
10228.5,-0.106907
10230,-0.575017
10233.5,-2.098624
10237,-2.737154
10239,-1.550314
10241.5,-0.234856
10245.5,-0.964378
10249,-1.968796
10251,-3.147013
10255,-2.973821
10255.5,-2.713608
10258,-2.871689
10260,-2.485831
10263,0.047124
10266,0.755994
10268,0.563121
10271,-0.382509
10272,-1.930334
10274.5,-2.018892
10276,-2.013201
10278,-1.837265
10281,-1.738388
10284,-1.266124
10286,0.87045
10288,1.005927
10289.5,-0.371933
10292,-2.432816
10294,-1.978112
10296,-1.782069
10299,-1.742425
10300,-2.162127
10302.5,-2.081465
10305.5,-2.803924
10308,-2.953855
10310.5,-1.970434
10313,-1.436952
10314,-1.887343
10316,-1.547591
10318.5,-1.66298
10320,-2.127364
10323,-1.840951
10325,-1.367764
10327,-1.207059
10329,-1.793268
10332,-1.928304
10334,-1.907826
10336,-2.534699
10339,-2.663493
10342,-2.645515
10343,-0.969075
10346,-0.338952
10349,-0.595163
10351,-1.340005
10353.5,-1.635093
10356,-1.70652
10357.5,-2.18522
10360,-2.632408
10362.5,-2.041549
10365,-1.554344
10368,-1.279231
10371,-1.269697
10374,-2.35641
10376,-2.269176
10378,-2.545128
10380,-2.292484
10381.5,-2.281949
10384,-3.155733
10386.5,-2.795877
10390,-2.748008
10392,-3.232243
10394.5,-3.665479
10397,-3.446001
10399.5,-3.506143
10402.5,-3.569063
10405,-4.017955
10407,-4.059498
10408,-2.90542
10412,-2.15602
10412.5,-1.499084
10415,-1.195876
10417.5,-1.083758
10420,-0.393123
10422,0.014781
10424,0.617641
10426,0.81863
10430,0.84878
10433,0.963881
10436,0.555521
10438,0.299919
10439,0.979491
10441.5,1.494989
10443.5,1.094346
10446.5,1.035978
10449,1.281966
10450,1.287879
10453,1.450027
10457,1.239402
10459,0.782718
10460,0.701447
10462,-0.068732
10464,-0.464301
10466,-0.519623
10467,-0.632408
10469.5,-0.704838
10472,-0.697116
10474,-0.574367
10475,-1.035966
10478,-0.73914
10480,-0.859586
10482,-0.763867
10484,-0.703089
10487,-0.72869
10489,-0.575261
10492,-0.696818
10496,-0.781122
10499,-0.810305
10502.5,-0.719031
10505,-0.758952
10506,-0.659769
10508,-0.946866
10510,-0.860614
10511,-0.711851
10513,-0.621261
10515,-1.488127
10517,-1.740537
10520,-0.894997
10522,0.299443
10525,0.312152
10527,0.049421
10529.5,-0.723311
10531.5,-1.343231
10533.5,-0.951114
10535,-1.108178
10537.5,-0.050603
10540,-0.004938
10543,-0.21393
10546,-0.538577
10548,-0.556621
10551,-1.514024
10552.5,-0.975203
10555,0.096945
10557.5,-0.138004
10560,-0.420659
10563,-0.698526
10565.5,-1.366271
10567.5,-1.559515
10568.5,-1.380857
10570,-0.208311
10572,0.364148
10575,-0.608991
10576,-1.493405
10580,-1.786232
10583,-1.762229
10583.5,-2.309376
10587,-1.777831
10590.5,-1.414207
10593,-1.15903
10595,-0.964305
10598.5,-1.187259
10600.5,-1.215976
10602.5,0.097201
10604,-0.395999
10608,-0.632235
10611,0.01495
10614,-0.168904
10616.5,0.251915
10618,1.010982
10620.5,1.21777
10622,1.598882
10624,1.478141
10626,0.494654
10628,-0.0158
10630.5,-1.462291
10632,-1.664233
10635.5,-1.284617
10638,-0.257049
10640,1.076461
10642,2.011172
10644,1.304503
10645,-0.105532
10647,-0.421905
10649.5,-1.10471
10651,-1.117545
10654,-0.222789
10656.5,0.016706
10658.5,-0.180064
10661,-0.621365
10662.5,-1.655666
10665,-2.295363
10666.5,-2.275854
10669,-1.888964
10672,-2.587013
10674,-1.797023
10677,0.253175
10679,0.707589
10681,0.821215
10683,0.934232
10687,1.286876
10690,1.723971
10692,0.6845
10694,-0.31019
10696,0.374076
10698,0.666723
10700,1.731809
10703,0.008986
10705,0.51998
10707,0.629915
10709,0.523521
10711,0.026515
10713,0.283008
10715,-0.094366
10718,-0.155024
10721,-0.715778
10723.5,0.315264
10725.5,1.361467
10727,0.109227
10730.5,0.61525
10732,0.325579
10734,-0.410598
10736,-0.112542
10738,0.30255
10741,-0.240937
10743,0.398632
10744,0.28815
10746,-0.266886
10748.5,-0.416308
10750,-0.9774
10753.5,-1.176607
10756,-0.943104
10757.5,0.022832
10760,1.271026
10763,0.892139
10766,-0.415833
10769.5,-0.440143
10773,0.059593
10777,-0.064543
10780,-0.145794
10783,0.028941
10785,0.466556
10788,0.852981
10791,1.613907
10795,1.798517
10799,1.472928
10801.5,1.118945
10803.5,0.501552
10806,0.01307
10808,-0.413324
10811,-0.340182
10813,-0.459297
10815.5,-0.444513
10817,-0.558606
10820,-1.04437
10823,-1.55024
10826,-1.104303
10829,-0.897497
10831,-0.708785
10833.5,-0.677093
10835,-0.674527
10837,0.575038
10839,1.155092
10841,1.91393
10844,1.358087
10847,-0.487479
10850,-0.983768
10852,-1.271295
10855.5,-0.676432
10858.5,0.407503
10860,0.934107
10863,1.137369
10864,1.052784
10867,0.47831
10869,0.271836
10870,0.064427
10873,0.224991
10875,0.515371
10877,0.49097
10879.5,0.659867
10881.5,0.069071
10882.5,-1.504796
10885,-1.850359
10887,-1.434522
10889,-0.025827
10891,0.323272
10893,0.333218
10895.5,0.120954
10899,-0.290883
10901,-1.150954
10903.5,-1.516909
10905,-0.5004
10907,0.719269
10909,1.039767
10911,1.957424
10913.5,1.182184
10916,0.638456
10918,1.4182
10920,1.731342
10922.5,1.3191
10925,1.547578
10927.5,0.714475
10930,2.591776
10933,2.536466
10934.5,3.853153
10936,3.764523
10937.5,3.430235
10941,1.603949
10942.5,0.88777
10944,0.194093
10946.5,0.821082
10948.5,1.069046
10950.5,-0.378578
10952.5,0.503047
10955,0.844981
10957,1.000772
10958,1.187925
10960,0.338916
10961,-0.120072
10962,0.466053
10963.5,0.876594
10965,1.196714
10967,1.770641
10969,1.648305
10971,0.947588
10972.5,1.361705
10974.5,1.578227
10977.5,1.607738
10980,0.974188
10981.5,0.831463
10984,3.06039
10988,3.956394
10990,4.114518
10991,4.254019
10992.5,3.397862
10995,0.611904
10996,-0.507385
10998.5,-0.2724
11000.5,1.384977
11002,0.761645
11003.5,-1.410607
11006,-1.893191
11010,-2.372908
11011.5,-1.870873
11015,-0.986608
11017,-1.643396
11019,-1.209823
11022,-0.832183
11024.5,0.348017
11025,0.648526
11027,1.403791
11029,1.903853
11032,2.203005
11033.5,2.040241
11035.5,1.877499
11038,1.625328
11040,1.536516
11041.5,1.097245
11044,0.651244
11046,0.933806
11048,1.174015
11050,-1.269792
11052.5,-0.487176
11055.5,-0.682479
11058,-0.519784
11061.5,-0.32031
11063,0.605614
11065,0.039453
11067.5,0.405489
11070.5,-0.313757
11072.5,-2.796786
11074,-2.776631
11075,-1.991502
11077.5,-0.696088
11079,-0.061555
11080,0.740976
11082,0.841776
11083.5,1.242185
11085,1.21437
11088.5,0.390439
11090,0.319072
11091,0.996229
11093,1.233347
11096,1.36854
11099,1.763278
11101,2.319004
11105.5,1.926964
11108,1.56448
11111,1.16396
11113,0.674738
11115,0.315659
11116,0.404472
11117,0.100887
11119,0.024559
11120.5,0.166294
11123.5,0.1168
11124.5,-0.07985
11126.5,-0.161775
11128,-0.266023
11130,-0.308794
11132,-0.130172
11133,-0.092266
11136.5,0.002372
11138,0.108778
11140,0.195276
11142.5,-0.002956
11144.5,-0.176875
11146,-0.042664
11148.5,0.533967
11150.5,-0.410947
11153,-0.95721
11154.5,-1.603054
11157.5,-1.763521
11160.5,-1.543605
11163,-2.468107
11165,-1.568684
11167.5,-1.048123
11170,-0.41394
11172.5,0.482248
11174,0.753817
11176,0.909816
11179.5,1.216606
11183,1.376782
11186,0.958415
11187,0.713224
11188,1.236571
11190.5,1.3345
11193,2.014836
11194,2.033447
11197,1.060773
11198,-0.800075
11200,-0.404043
11203,0.4349
11204,1.182202
11206,1.536327
11207,1.149637
11209,-0.835067
11211,0.111701
11213,0.564944
11216,0.298534
11217,-0.315261
11218,-1.331008
11220,-2.19403
11222,-0.861713
11226,0.097156
11228,1.221619
11229.5,0.708646
11231,0.783625
11232.5,1.076505
11235.5,1.328675
11237.5,1.912698
11239,2.511736
11241,1.950859
11244,2.116413
11246,2.749855
11247,2.964508
11249,1.632212
11250.5,0.89231
11253,0.958623
11255,1.37478
11257,-0.299215
11258.5,0.03313
11260,0.907379
11262,0.387241
11264.5,-0.019003
11266,0.568552
11269,1.308267
11271,0.386645
11273,0.583851
11275.5,0.746297
11278.5,0.425601
11282,0.984956
11284,0.764503
11285.5,0.387264
11287,-0.648858
11289,-0.883424
11290,-1.556328
11292,-1.353126
11295,-1.010727
11296,-0.963145
11299,0.345406
11301,0.095972
11302.5,-0.275208
11305,-0.49986
11307.5,0.006276
11310.5,-1.672795
11313,-4.167333
11315,-4.809341
11318,-4.967385
11320,-4.507369
11322,-3.841072
11324,-3.670997
11326,-2.057342
11327,-0.465383
11331,-0.298132
11334.5,-0.010386
11337,-0.174326
11339,0.465911
11342,0.531432
11342.5,0.568733
11344,0.724765
11346.5,0.585829
11348,1.289221
11350,1.57261
11352,1.2912
11353.5,1.835797
11355.5,1.42385
11358,1.345771
11360.5,1.440386
11363,1.683309
11365,1.014597
11367,1.333548
11369,-0.868094
11371,-1.228403
11373,-0.88254
11375.5,-0.791873
11378,0.22126
11379.5,-0.056529
11380,0.149241
11382,0.420319
11384,0.415497
11385,0.17551
11386.5,-1.637441
11388,-2.040773
11390,-1.958088
11392.5,-2.059128
11393.5,-2.789111
11397,-2.497659
11398.5,-2.683543
11400,-2.725325
11401.5,-3.204407
11404,-2.852841
11407,-2.133066
11409,-1.760189
11411,-1.902588
11413,-2.628589
11417.5,-2.726274
11420,-2.121535
11422,-1.565464
11424,-0.906861
11425,-0.779084
11427,-0.15341
11428,-0.250775
11430,-0.621323
11432,-0.516287
11434,-0.055977
11436,0.023073
11438,-0.538027
11440.5,-0.772764
11443,-0.670719
11447.5,-0.849649
11449.5,-0.06583
11452,0.270422
11453,0.047142
11455,0.436156
11457,0.350418
11459,0.713523
11461.5,0.726361
11463.5,0.687141
11465.5,-0.047927
11467.5,0.015539
11470,0.37599
11471.5,-0.126673
11473,-0.214821
11475,-0.071477
11476,-0.102225
11477.5,-0.180551
11479.5,-0.018285
11481.5,-0.057643
11482.5,0.24553
11485.5,0.549817
11488,0.561983
11490,0.576938
11492.5,-0.204409
11495,-0.425016
11497,-0.712766
11498.5,-0.819291
11500.5,-0.699485
11502.5,-0.853739
11505,-0.932183
11507,-1.03031
11509,-1.193184
11510,-1.092615
11513,-1.229579
11516.5,-1.191983
11519.5,-1.44152
11521,-1.319093
11523,-1.44875
11524,-1.459476
11526.5,-1.531754
11528,-1.715908
11529,-1.676582
11530.5,-1.465478
11532.5,-1.411991
11535,-1.537339
11537.5,-1.466152
11540.5,-1.297157
11542.5,-1.405295
11545,-1.61875
11548,-1.661467
11551,-1.783644
11553,-1.56005
11555,-1.524913
11557.5,-1.490289
11559.5,-1.69041
11561,-1.544026
11564,-1.763775
11566,-1.938226
11569,-1.808942
11570.5,-1.79315
11571.5,-2.121525
11575,-1.862036
11578.5,-1.888944
11581,-2.069051
11584,-2.10276
11587,-2.073203
11588.5,-2.015362
11590,-1.94682
11591.5,-1.942843
11593,-2.031134
11595,-1.96013
11597,-1.844985
11599.5,-1.707343
11602,-1.613213
11604,-1.795008
11606,-1.857507
11608,-2.113973
11610,-2.230422
11611,-1.889112
11612.5,-1.972746
11614,-1.857788
11616,-2.128258
11618,-2.477996
11620,-2.17634
11621,-1.984693
11623,-2.099161
11625,-2.070172
11627,-1.759956
11628,-1.994158
11630,-2.004118
11631.5,-2.431861
11634.5,-2.118836
11637,-2.169857
11640,-2.570182
11642,-2.688487
11643.5,-2.941545
11645.5,-2.965947
11647,-1.481292
11649,-0.789508
11651,-0.367548
11653,0.384684
11655,-0.006955
11657,-1.346704
11659.5,-1.09984
11661.5,-1.679922
11663.5,-2.594541
11666,-3.104501
11669,-2.874903
11671,-2.713743
11674,-2.356756
11676,-2.04624
11677,-2.113667
11679,-1.64725
11680,-0.816273
11682,-0.639286
11684,-0.796271
11686,-1.242583
11689,-1.748476
11690.5,-1.011296
11692,-0.143487
11694,0.037135
11697,-0.323047
11699,-0.09539
11701,0.016788
11703,-1.004855
11704.5,-2.577602
11706,-2.017143
11708,-2.124403
11709,-2.010572
11710,-1.597654
11713.5,-1.067206
11715.5,-0.107342
11718.5,0.002554
11720,-0.33921
11722,-0.138049
11724.5,-0.738683
11726,-0.71585
11727.5,-0.760948
11729.5,-0.801466
11731,-0.860104
11733.5,-0.207681
11735.5,-0.246502
11738,-0.375577
11742,0.690106
11745.5,1.146918
11747,0.666982
11747.5,0.774055
11748.5,0.241386
11753,0.336926
11754,0.104229
11755.5,-1.138636
11757,-0.357962
11759,-0.903321
11762,-1.33804
11762,-1.202613
11763,-0.512979
11767,-0.512812
11768,0.453959
11770,0.623664
11772.5,0.857394
11775.5,0.403811
11777.5,-0.213236
11779.5,-0.859147
11781,-0.193143
11783,0.506773
11786,0.345739
11789,0.499803
11790.5,0.987675
11793,1.316676
11796.5,1.200048
11798,1.556558
11800,1.531311
11801.5,1.113721
11804.5,1.252389
11806,1.351966
11809,1.439762
11811,1.329178
11813,0.766379
11814,0.411795
11816,0.798849
11817,1.144126
11820,1.364902
11821.5,1.282183
11823.5,1.195343
11824.5,1.200331
11826,1.383579
11827,1.472996
11830.5,1.002566
11832,0.73938
11834,0.845863
11835.5,1.067622
11838,0.774359
11839,1.093914
11841.5,0.679387
11843.5,0.386496
11846,1.275467
11847,1.183456
11849.5,0.963684
11853,1.032285
11854.5,0.991264
11857,0.743438
11859,-0.133466
11861,-0.132495
11863,0.803547
11866,1.521676
11867.5,1.511509
11869,0.815717
11872.5,0.991184
11875,0.926563
11878,1.119395
11880,0.949486
11882,1.315012
11884.5,0.747274
11887,0.91681
11889,1.390795
11890,1.25078
11893,1.384057
11894,1.448359
11897,1.545173
11898,1.673122
11900.5,2.015425
11903,2.107704
11905,2.366624
11907,2.367848
11908.5,2.553748
11912,2.667046
11913,2.864826
11914,2.594089
11917,2.18199
11918,1.866648
11920,2.28091
11921.5,2.531387
11925,2.407089
11929,2.474343
11931,2.595993
11934,2.384797
11936,2.41903
11938,2.502815
11940.5,2.481968
11942.5,2.498331
11944.5,2.321935
11946,2.189112
11948.5,2.441104
11951,2.430863
11952,2.18784
11954,2.316515
11957,2.748446
11959,2.686327
11960,2.554732
11961,2.531106
11964,2.697801
11966.5,2.594995
11968.5,2.564047
11970,2.398669
11971.5,2.420949
11974.5,2.580046
11976.5,2.273737
11979,2.29202
11980.5,2.294657
11982.5,2.3755
11985,2.169869
11988,2.199235
11991,2.472144
11993.5,2.31698
11996,2.421937
11997.5,2.188243
12000,1.985301
12000,2.149825
12001.5,2.409947
12004,2.51115
12006,2.82861
12008,2.489802
12009.5,2.280282
12012,2.364763
12014,2.342864
12015.5,2.281882
12017,2.055103
12019.5,1.89024
12021,2.187489
12022,2.17339
12025,2.13486
12026.5,2.147981
12028,1.921828
12031,2.311455
12033,2.698846
12036,2.430238
12038.5,2.491683
12041,2.658226
12042.5,2.540312
12045,2.342996
12046,2.413779
12050,1.997181
12052,2.133746
12053,2.562914
12056,2.426377
12059,2.388584
12061.5,2.493276
12063,2.399554
12064,2.534532
12066,2.627211
12067.5,2.651053
12069,2.772805
12071.5,2.90982
12073.5,2.858865
12074.5,2.58704
12076,2.779364
12078,2.527995
12080,2.543962
12081,2.49099
12082,2.49919
12083,2.182401
12085,2.480392
12086,2.323283
12089.5,2.508013
12092,2.424039
12095,2.544137
12097,2.334456
12099,2.327346
12101,2.699839
12104,2.874013
12105.5,2.984681
12108.5,2.994318
12110,2.902518
12112,2.920829
12114.5,3.004762
12115.5,2.996428
12118,2.936033
12120.5,2.778897
12124,2.71788
12127.5,2.761326
12130.5,2.126563
12133.5,2.104655
12135.5,2.007415
12138,2.063286
12140,2.349319
12142,2.186405
12144,2.252585
12144.5,2.434804
12148,2.508108
12151.5,2.653491
12154,2.456938
12155,2.231924
12157,2.270301
12158,2.2557
12159.5,2.194265
12160.5,2.125272
12162,1.803558
12163,1.498553
12164,1.520575
12166,1.57867
12167.5,1.554243
12169,1.443161
12172,1.41691
12174,1.666776
12177,1.909402
12179,2.113587
12180,2.501808
12182,2.472925
12185.5,2.059167
12187.5,2.113398
12189,2.230828
12190,2.326314
12192.5,2.044069
12194.5,2.233529
12197.5,2.293077
12199.5,2.365446
12200,2.31879
12203.5,2.289927
12205.5,2.353385
12207.5,2.361695
12209,2.108468
12212,1.974278
12214,1.862773
12216,2.032167
12219,2.07812
12221,1.459756
12222,1.160569
12223.5,0.954206
12224,0.807982
12226,1.137468
12228,0.727261
12231,0.70577
12233,0.709753
12236,0.985175
12237,0.789759
12239,0.799904
12241,0.786038
12242,0.997548
12246,0.929803
12248,0.808492
12251,0.977847
12253,1.192087
12254,1.214917
12256.5,0.749785
12261,0.856255
12263,1.070106
12265,1.0976
12266.5,1.112757
12268,1.071259
12270.5,0.96154
12274,0.74678
12276,0.651878
12277.5,0.731991
12279,0.457319
12281,0.440536
12283,0.272451
12285,0.688695
12287,0.638678
12289,0.572604
12292.5,0.505164
12296,0.619341
12298.5,0.458326
12300.5,0.419394
12302.5,0.526657
12304.5,0.335049
12306.5,-0.208388
12307.5,-0.735977
12308.5,-0.645335
12311.5,-0.443347
12313.5,0.028084
12316,0.104997
12318,0.273136
12319.5,0.350383
12321.5,0.452904
12324,0.46133
12326.5,0.498069
12329,0.543553
12331,0.653874
12332,0.754699
12334.5,0.963706
12336,1.53387
12337,1.592188
12340,1.867727
12342,2.205227
12344,2.158616
12346.5,1.905526
12348.5,1.811407
12350,2.251681
12352,2.073328
12353.5,1.850526
12356,1.745832
12358,2.031614
12360,2.040837
12361.5,1.95426
12363,2.224076
12364,2.168376
12366,2.254128
12367.5,2.3472
12369.5,2.402153
12371,2.378208
12373,2.297458
12376,2.309725
12378,2.33659
12381,2.109161
12383,2.182431
12385,2.1656
12387,2.176384
12388,2.175912
12389.5,2.257185
12390,2.307666
12392,2.269032
12395,2.063825
12396,2.167857
12397.5,2.171157
12400.5,2.680455
12403,2.419349
12405,2.279301
12406,1.986192
12408.5,2.169575
12410.5,2.141477
12412,2.302721
12414.5,2.16444
12417.5,2.254666
12419.5,2.461215
12421,2.526277
12424,2.311253
12427,2.347144
12429,2.303694
12431,2.236332
12433,2.359021
12435.5,2.499306
12437,2.245571
12440,2.32079
12442,2.298021
12444,2.149553
12447,2.280568
12449,2.483108
12450,1.966517
12452,1.981465
12453,2.17759
12455,2.238441
12457.5,2.10492
12460,1.981332
12463,2.194796
12465,2.194038
12466,2.389127
12468,2.535223
12470,2.373795
12472,2.232625
12475,1.95072
12477,2.187954
12479,2.605839
12481,2.570067
12482.5,2.739562
12486.5,2.714983
12488,2.345888
12490,2.449768
12494,2.02728
12496,2.150061
12498,1.998111
12499.5,2.382239
12501,2.462394
12503,2.886937
12505,2.612417
12506,2.866573
12509,2.429036
12512.5,2.69926
12516,2.30575
12517.5,2.159886
12519,1.880463
12522,2.299629
12525.5,2.334115
12528.5,2.52899
12531,2.70431
12532,2.914022
12533.5,2.966045
12534.5,2.56242
12535.5,2.495491
12538,1.877051
12540,1.987383
12542.5,2.395816
12545,2.538757
12547,2.976658
12548,2.965403
12550,2.972978
12552.5,3.122105
12555,3.010035
12556.5,2.608381
12558,2.309653
12560.5,2.353668
12562.5,2.434681
12564,2.780411
12566,2.781874
12568,2.807732
12571,3.261364
12573,3.303257
12576,3.016082
12577.5,2.861136
12580,2.793538
12582,2.887485
12583,2.408772
12584.5,2.672237
12586,2.478629
12588.5,2.641963
12590.5,2.546229
12593,2.593183
12594,2.912305
12595,2.96126
12597,2.656402
12600,3.344609
12602,2.793818
12604,2.430209
12607,2.434563
12609,2.542686
12611,2.491502
12613,2.244712
12615,2.09503
12616,1.764617
12618,1.817813
12621,2.31069
12622.5,1.752716
12624,0.830128
12626,0.646149
12628,0.453215
12630,0.756029
12633,1.481526
12635,1.246207
12636,1.243837
12637.5,0.871029
12640,0.919736
12640.5,0.802351
12643,1.204624
12645,1.506834
12649,1.804992
12651,2.100266
12653,2.075731
12655,2.151203
12657,2.311899
12658,2.423261
12660,2.372816
12662,2.164625
12664,1.782328
12666,1.750532
12667,1.857992
12668.5,1.918515
12670,1.846846
12671,1.996196
12673,1.836907
12675,1.931991
12676.5,1.91327
12678,1.590214
12679.5,1.847082
12681,1.7226
12683,1.766865
12686,1.732353
12688,0.993142
12690,1.033128
12692,1.155595
12693.5,1.398474
12696,1.435534
12697,1.294066
12699,1.401429
12702.5,0.991036
12705,1.091309
12707,1.43992
12709.5,1.387822
12712,2.025266
12714,2.276613
12716,2.253931
12718,2.252867
12719.5,2.333726
12722,2.565175
12723.5,2.194834
12727,2.552288
12729,2.898642
12731,2.770181
12733,2.374724
12734,1.925278
12736.5,1.779619
12739,1.781733
12741,1.836931
12742,1.668121
12745,1.568831
12747,1.777386
12750,1.758582
12752.5,1.613512
12754.5,1.561103
12759,1.535613
12761,1.701713
12764,1.644897
12766,1.612914
12768,2.083882
12771,2.247625
12773,1.960259
12775,1.837415
12775.5,2.005396
12777.5,1.818775
12780,1.710427
12782,1.623267
12784,1.54493
12787.5,1.536615
12792,1.673029
12796,2.339033
12801,2.385768
12806,2.447161
12809.5,2.337154
12812.5,2.239529
12816,1.843807
12818.5,1.692982
12822,1.931356
12823,1.977749
12825,1.872644
12827,1.692677
12829,2.020169
12831,2.310728
12832,2.4779
12833.5,2.052647
12835,1.561826
12837,1.959074
12839,1.724563
12842,2.065449
12843,2.019344
12847,2.335593
12849,2.394457
12851,2.528192
12852.5,2.731568
12854,2.717446
12856.5,2.425046
12858,2.257213
12861,1.895708
12863.5,2.16567
12868,2.945571
12868.5,2.914767
12870,2.834765
12873,3.02201
12874,3.093486
12876,3.013951
12878,2.834295
12881.5,2.951951
12883,2.867457
12885,3.785035
12887,3.054312
12888.5,3.028124
12890,2.890203
12891.5,3.443849
12893.5,3.221446
12894.5,3.176357
12896,3.419513
12898,3.357815
12901,3.235962
12903,3.148299
12905,3.207466
12907,3.164948
12908.5,3.188586
12910,3.10135
12912.5,3.073492
12914,2.847391
12917,2.964088
12918,2.461473
12921,2.654381
12923.5,2.309447
12927,2.290547
12929,2.473255
12930,2.76567
12933,2.927419
12934,2.923895
12936,2.669638
12938,2.876579
12940,2.436942
12941,2.565138
12944,2.464719
12945,2.225372
12947,2.886894
12949,3.117401
12950.5,3.136508
12953,3.419035
12955,2.810048
12957,2.64315
12959,2.180445
12960,2.903576
12962.5,2.983813
12965,2.68751
12967,2.751724
12970,3.000259
12972.5,3.123591
12975,3.221327
12976.5,3.175992
12978,3.102997
12981.5,3.209931
12982.5,3.138978
12986,3.264287
12988,2.941683
12991,2.762984
12992.5,2.849994
12994,2.684128
12995.5,2.739083
12997,2.625712
12998.5,2.549493
13001.5,2.794844
13003.5,2.733739
13006,2.600873
13007,2.519737
13010,2.586994
13012,2.690221
13014,2.029879
13015.5,2.384462
13017,2.213529
13019,2.015862
13022,1.780678
13024,1.254905
13025,1.167807
13027,1.310711
13029.5,2.037715
13031.5,3.008264
13034,2.565717
13036.5,2.903893
13038,3.173308
13039.5,2.813916
13040.5,2.966694
13042.5,2.979458
13044.5,3.045525
13046,3.289221
13047.5,3.076065
13049,3.00407
13052.5,3.092304
13054,3.255402
13056,3.206383
13057.5,3.165004
13059.5,3.242524
13061,3.601249
13064,4.081254
13066,3.347569
13069,3.105883
13071,3.346635
13072,3.417781
13074,3.364627
13076,4.014
13078.5,3.73704
13081.5,3.430082
13083,3.394629
13085,3.617254
13086,3.355649
13089,3.526405
13092.5,3.691908
13093.5,3.575436
13095.5,3.600772
13097,3.249045
13099.5,2.977836
13102.5,3.133384
13104.5,2.704006
13106,2.6562
13109,2.933809
13111,3.225417
13113,4.010897
13114,3.851799
13115,2.972799
13117.5,2.976226
13119.5,3.158545
13121.5,3.209792
13124,3.195866
13124.5,3.110896
13127,3.253061
13128,2.976215
13131,2.811532
13132,3.0174
13135,2.02128
13136.5,1.811491
13138,1.786917
13139,2.158778
13141,2.324224
13143,2.29473
13145,2.62283
13148,2.8179
13149.5,2.617897
13153,2.879797
13154,3.0114
13156,2.92801
13158,3.197005
13159.5,3.176709
13162,2.939018
13163,2.838213
13164.5,2.919991
13166,3.201055
13169,3.311526
13171,3.11555
13172,3.041611
13174,2.804617
13176.5,2.725046
13178.5,2.752785
